,ID,age,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_MS,sex_M,famsize_LE3,activities_yes,higher_yes,internet_yes,romantic_yes
692,870,16,2,0,3,3,4,1,1,4,0,14,0,0,0,0,1,1,0
693,871,15,2,0,4,1,3,1,3,4,0,11,0,0,1,0,1,1,0
694,872,17,2,0,4,1,4,1,1,1,6,6,0,0,0,0,1,0,0
695,873,17,3,0,3,2,3,1,1,4,2,13,0,0,0,1,1,0,0
696,874,17,2,0,5,3,4,1,3,3,10,15,0,0,0,1,1,1,0
697,875,17,3,0,5,4,4,1,3,4,0,13,0,0,0,1,1,1,0
698,876,15,3,0,4,3,2,1,1,5,2,12,0,0,0,1,1,1,0
699,878,16,2,0,4,3,3,2,3,4,2,13,0,0,1,0,1,1,0
700,879,17,2,0,4,3,2,1,1,5,8,16,0,0,1,1,1,1,1
701,880,17,2,0,4,3,4,1,3,4,0,17,0,0,0,1,1,1,0
702,881,15,3,2,4,2,2,2,2,5,0,0,0,0,0,0,1,1,1
703,882,17,2,0,3,4,5,2,4,1,16,10,0,0,0,0,1,1,1
704,883,16,1,0,3,3,3,1,1,4,2,15,0,1,0,1,1,1,0
705,885,16,2,0,4,2,4,2,4,1,2,13,0,1,0,1,1,1,0
706,886,17,2,0,4,4,4,1,3,1,4,10,0,0,0,0,1,0,0
707,887,17,3,0,5,3,4,1,1,5,0,8,0,0,0,1,1,1,0
708,888,16,2,2,2,5,5,1,1,1,8,7,1,0,0,1,1,0,1
709,889,18,2,0,4,3,2,1,1,3,2,11,0,1,0,0,1,1,0
710,890,17,3,0,4,3,4,2,5,5,0,10,0,0,0,1,1,1,0
711,891,16,3,0,5,4,5,1,1,4,4,16,0,0,1,1,1,1,1
712,892,17,1,1,5,5,4,1,1,5,14,8,0,0,1,0,1,1,0
713,893,15,1,0,5,5,3,1,1,4,6,19,0,1,1,1,1,1,0
714,895,16,2,0,4,5,2,1,2,3,0,10,0,0,1,0,1,1,0
715,896,18,2,0,4,3,4,1,3,5,2,13,0,0,1,0,1,1,1
716,897,15,2,0,4,3,3,2,3,5,6,10,0,1,0,1,1,1,0
717,899,16,2,1,3,3,3,1,2,3,25,11,0,0,1,1,1,1,1
718,900,17,2,0,4,4,4,1,3,5,0,10,0,1,1,1,1,1,0
719,902,15,1,0,5,2,1,1,3,4,0,9,1,0,1,0,0,0,1
720,903,18,3,0,4,3,3,1,2,3,4,10,0,0,0,0,1,1,0
721,904,16,2,0,4,4,4,1,1,3,0,11,0,1,1,0,1,1,0
722,905,18,3,0,4,3,4,1,1,5,9,9,0,0,0,1,1,1,1
723,907,17,2,0,4,3,2,2,3,2,0,15,0,0,0,0,1,1,1
724,909,16,1,0,5,4,5,1,4,2,0,15,1,0,1,1,1,1,0
725,910,18,2,0,5,2,4,1,2,4,2,16,0,1,0,1,1,1,0
726,911,16,1,0,3,3,4,3,5,3,8,10,0,1,1,1,1,1,0
727,912,18,3,0,4,3,3,1,2,3,0,14,0,0,0,0,1,1,0
728,913,18,2,0,4,3,4,2,2,4,8,11,0,0,0,1,1,1,0
729,915,15,1,0,2,2,4,2,4,1,0,11,0,1,0,0,1,1,0
730,916,17,1,0,4,1,4,5,5,3,8,9,1,1,0,1,1,1,0
731,917,16,2,0,5,4,2,1,2,5,6,13,0,1,1,1,1,1,0
732,918,16,1,0,4,3,2,1,4,5,6,10,0,0,0,0,1,0,0
733,919,18,1,0,2,5,5,5,5,5,8,11,1,1,0,0,1,1,0
734,920,15,4,0,3,4,3,1,1,1,0,11,0,1,0,1,1,1,0
735,921,15,2,0,5,4,4,1,1,1,0,16,0,1,0,1,1,1,0
736,922,17,3,0,4,2,2,1,2,3,0,18,0,0,0,0,1,1,0
737,923,17,3,0,4,3,4,1,3,5,2,14,0,0,0,1,1,1,0
738,925,16,1,1,5,3,4,1,1,5,12,11,0,0,0,0,1,0,0
739,926,18,2,0,4,4,5,1,2,2,0,14,0,0,1,0,1,1,1
740,927,19,2,1,4,5,3,1,2,5,0,12,0,1,0,1,1,0,1
741,930,16,1,0,3,3,2,1,3,3,0,8,0,1,0,1,1,0,0
742,931,17,4,0,3,1,2,1,1,3,0,19,0,0,1,0,1,0,0
743,932,18,1,0,3,4,4,2,4,4,10,11,0,1,0,0,0,1,0
744,933,15,1,0,4,3,3,1,3,5,0,12,0,1,1,1,1,1,0
745,934,17,1,0,4,1,2,1,1,5,4,12,1,1,1,0,1,0,1
746,935,16,2,0,4,1,2,2,2,5,0,13,1,1,1,0,1,1,1
747,936,16,2,0,4,3,2,1,3,5,6,8,1,0,1,0,1,1,0
748,937,16,2,1,4,4,2,1,1,3,12,10,0,1,0,1,1,1,0
749,938,17,2,0,2,5,5,1,4,5,8,15,0,1,1,1,1,1,1
750,939,18,1,1,4,1,1,1,1,3,14,7,0,0,0,0,0,1,0
751,941,17,1,1,3,1,2,1,1,1,8,10,0,0,1,0,0,1,0
752,942,16,2,0,4,3,3,1,1,2,6,13,0,0,0,0,1,1,0
753,943,16,2,0,4,5,2,1,2,3,0,11,0,0,1,0,1,1,0
754,944,16,2,0,4,3,4,1,2,3,4,8,1,0,0,0,1,1,1
755,945,19,1,1,4,3,2,1,3,5,0,0,1,1,0,0,1,0,0
756,946,15,1,0,1,3,4,1,1,1,0,9,1,0,1,0,0,0,0
757,949,17,2,0,4,3,2,1,1,4,4,14,0,0,1,1,1,0,0
758,950,19,2,2,5,3,4,1,1,4,2,9,0,0,1,0,1,1,1
759,951,17,2,0,4,4,4,2,3,5,6,12,0,0,1,0,1,1,1
760,952,16,2,1,3,1,2,1,1,5,6,13,0,0,0,1,1,1,0
761,953,16,2,0,4,4,5,1,1,4,0,15,0,0,1,1,1,1,0
762,954,16,2,0,2,4,3,1,2,3,12,5,0,0,0,0,1,1,0
763,955,16,3,0,5,3,5,1,1,3,2,13,0,0,0,0,1,1,0
764,956,17,3,0,3,2,3,1,1,4,4,9,0,0,0,1,1,0,0
765,957,17,2,0,4,2,2,1,1,3,12,9,0,0,0,0,1,0,1
766,958,15,2,0,5,4,2,1,1,5,4,10,0,1,0,1,1,1,1
767,959,16,2,0,4,3,3,2,3,2,0,16,1,0,0,1,1,1,1
768,961,16,2,1,4,5,5,4,4,5,0,1,0,1,0,0,1,1,1
769,963,17,2,0,4,4,4,4,5,5,12,8,0,1,0,1,1,1,0
770,964,16,1,0,1,2,2,1,3,5,6,12,0,0,0,0,1,1,0
771,965,18,2,0,5,4,3,1,1,2,0,17,0,1,1,1,1,1,0
772,966,16,1,0,5,1,3,1,2,5,1,11,1,0,1,0,1,0,0
773,967,16,1,0,4,3,2,1,1,5,4,10,0,0,0,1,1,1,1
774,968,17,1,0,5,2,1,1,2,3,6,11,0,0,1,0,1,0,0
775,971,18,2,0,3,2,4,1,4,2,4,14,1,1,0,1,1,1,0
776,972,18,3,0,5,4,4,1,1,1,0,17,1,0,1,0,1,1,0
777,973,15,4,0,5,4,5,2,3,5,8,14,1,1,1,1,1,0,0
778,974,18,1,0,3,1,3,4,5,4,13,14,0,1,0,0,1,1,0
779,975,19,2,0,4,3,1,1,1,1,12,11,0,1,1,0,1,1,0
780,976,15,2,0,4,3,2,1,1,5,2,11,0,0,0,0,1,1,0
781,978,17,3,0,5,4,4,1,3,4,7,9,0,0,0,1,1,1,0
782,980,18,3,0,4,2,4,1,3,2,0,15,0,1,0,1,1,1,0
783,981,15,3,0,4,2,2,2,2,5,0,12,0,0,0,0,1,1,1
784,983,17,1,0,5,2,3,1,2,5,4,14,0,1,0,0,1,1,0
785,984,17,2,2,3,4,5,2,4,1,22,4,0,0,0,0,1,1,1
786,985,18,2,0,4,3,3,1,3,5,6,17,0,1,1,1,1,1,1
787,986,17,2,0,4,5,2,1,1,1,0,13,0,1,0,1,1,1,0
788,987,15,3,0,4,3,2,1,1,5,2,8,0,0,0,1,1,1,0
789,988,17,1,0,4,4,2,2,4,5,0,13,0,1,0,0,1,1,0
790,989,17,2,0,5,3,3,1,3,3,2,12,0,1,1,0,1,1,0
791,991,19,1,3,3,2,1,1,1,3,4,9,1,1,0,1,1,0,0
792,992,18,3,0,4,2,4,1,3,2,6,14,0,1,0,1,1,1,0
793,993,17,2,0,4,4,4,1,2,5,10,18,0,1,1,0,1,1,0
794,994,19,3,1,4,3,1,1,1,5,0,11,0,1,1,1,1,1,1
795,996,16,1,0,4,2,5,1,5,5,8,13,1,1,1,1,1,1,0
796,997,17,2,0,5,4,4,3,4,5,0,14,0,1,0,1,1,1,1
797,998,15,4,0,5,5,4,1,2,5,6,13,0,1,0,1,1,1,0
798,999,19,2,1,1,1,4,4,1,1,12,9,1,0,0,0,1,1,1
799,1000,16,1,0,3,1,3,1,3,5,6,12,0,1,1,1,1,1,0
